"url","http_status","canonical","title","duplicate_title","title_contains_ellipsis","meta_description","h1","category","product_name","sku","purity","weight","dimensions","missing_standalone_weight","missing_sku","product_image_count"
"https://www.ddasilver.com/products/auspicious-script-gold-neck-silver-nariyal","200","https://www.ddasilver.com/products/auspicious-script-gold-neck-silver-nariyal","Auspicious Script Gold-Neck Silver Nariyal in… | DDA Silver","false","true","Auspicious Script Gold-Neck Silver Nariyal at DDA Silver in Agra. A tall ceremonial silver nariyal with a gold-toned neck, finely engraved auspicious script…","Auspicious Script Gold-Neck Silver Nariyal","Gifts","Auspicious Script Gold-Neck Silver Nariyal","NY-05","92.5%","65 g","Height: 5 in","false","false","1"
"https://www.ddasilver.com/products/bal-krishna-laddu-gopal-silver-idol","200","https://www.ddasilver.com/products/bal-krishna-laddu-gopal-silver-idol","Bal Krishna / Laddu Gopal Silver Idol in Agra | DDA Silver","false","false","Bal Krishna / Laddu Gopal Silver Idol at DDA Silver in Agra. A hollow 99.80% pure silver Bal Krishna / Laddu Gopal idol for devotional display. Weight: 50 g…","HM-BK-1 — Bal Krishna / Laddu Gopal Silver Idol","Idols","Bal Krishna / Laddu Gopal Silver Idol","HM-BK-1","99.80%","50 g","Height: 3 in","false","false","1"
"https://www.ddasilver.com/products/bal-krishna-silver-idol-with-butter-pot","200","https://www.ddasilver.com/products/bal-krishna-silver-idol-with-butter-pot","Bal Krishna Silver Idol with Butter Pot in Agra | DDA Silver","false","false","Bal Krishna Silver Idol with Butter Pot at DDA Silver in Agra. A hollow 99.80% pure silver Bal Krishna idol seated beside a butter pot. Weight: 32 g. Height…","HM-BK-6 — Bal Krishna Silver Idol with Butter Pot","Idols","Bal Krishna Silver Idol with Butter Pot","HM-BK-6","99.80%","32 g","Height: 3 in","false","false","1"
"https://www.ddasilver.com/products/bal-krishna-two-tone-oval-coin-10g","200","https://www.ddasilver.com/products/bal-krishna-two-tone-oval-coin-10g","DDA 10 Gram Bal Krishna Two-Tone Oval Silver… | DDA Silver","false","true","DDA 10 Gram Bal Krishna Two-Tone Oval Silver Coin at DDA Silver in Agra. A 10 gram silver piece featuring crawling Bal Krishna with a bowl and flute…","DDA 10 Gram Bal Krishna Two-Tone Oval Silver Coin","Coin","DDA 10 Gram Bal Krishna Two-Tone Oval Silver Coin","DDA-COIN-20260822-024","99.80%","10 g","","false","false","1"
"https://www.ddasilver.com/products/bal-krishna-two-tone-oval-coin-20g","200","https://www.ddasilver.com/products/bal-krishna-two-tone-oval-coin-20g","DDA 20 Gram Bal Krishna Two-Tone Oval Silver… | DDA Silver","false","true","DDA 20 Gram Bal Krishna Two-Tone Oval Silver Coin at DDA Silver in Agra. A 20 gram silver piece featuring crawling Bal Krishna with a bowl and flute…","DDA 20 Gram Bal Krishna Two-Tone Oval Silver Coin","Coin","DDA 20 Gram Bal Krishna Two-Tone Oval Silver Coin","DDA-COIN-20260822-023","99.80%","20 g","","false","false","1"
"https://www.ddasilver.com/products/bal-krishna-two-tone-oval-coin-50g","200","https://www.ddasilver.com/products/bal-krishna-two-tone-oval-coin-50g","DDA 50 Gram Bal Krishna Two-Tone Oval Silver… | DDA Silver","false","true","DDA 50 Gram Bal Krishna Two-Tone Oval Silver Coin at DDA Silver in Agra. A 50 gram silver piece featuring crawling Bal Krishna with a bowl and flute…","DDA 50 Gram Bal Krishna Two-Tone Oval Silver Coin","Coin","DDA 50 Gram Bal Krishna Two-Tone Oval Silver Coin","DDA-COIN-20260822-018","99.80%","50 g","","false","false","1"
"https://www.ddasilver.com/products/beaded-oval-silver-clutch-380g","200","https://www.ddasilver.com/products/beaded-oval-silver-clutch-380g","Beaded Oval Silver Clutch in Agra | DDA Silver","false","false","Beaded Oval Silver Clutch at DDA Silver in Agra. A rounded 92.5% silver clutch with dense floral beadwork, a circular engraved handle, finely bordered edges…","PR-9 — Beaded Oval Silver Clutch","Purse","Beaded Oval Silver Clutch","PR-9","92.5%","380 g","","false","false","1"
"https://www.ddasilver.com/products/beaded-scroll-mini-silver-spoon","200","https://www.ddasilver.com/products/beaded-scroll-mini-silver-spoon","Beaded Scroll Mini Silver Spoon in Agra | DDA Silver","false","false","Beaded Scroll Mini Silver Spoon at DDA Silver in Agra. A compact scroll-handled spoon in 92.5% pure silver, with a supplied weight of 10 g and height of 3.5 in.","Beaded Scroll Mini Silver Spoon","Utensils","Beaded Scroll Mini Silver Spoon","DDA-UT-SP-34","92.5%","10 g","Height: 3.5 in","false","false","1"
"https://www.ddasilver.com/products/benjamin-franklin-rectangular-silver-bar-5g","200","https://www.ddasilver.com/products/benjamin-franklin-rectangular-silver-bar-5g","DDA 5 Gram Benjamin Franklin Rectangular… | DDA Silver","false","true","DDA 5 Gram Benjamin Franklin Rectangular Silver Bar at DDA Silver in Agra. A 5 gram silver piece featuring a Benjamin Franklin portrait and historic-building…","DDA 5 Gram Benjamin Franklin Rectangular Silver Bar","Coin","DDA 5 Gram Benjamin Franklin Rectangular Silver Bar","DDA-COIN-20260822-001","99.80%","5 g","","false","false","1"
"https://www.ddasilver.com/products/bird-foot-peacock-floral-silver-jhula","200","https://www.ddasilver.com/products/bird-foot-peacock-floral-silver-jhula","Bird Foot Peacock Floral Silver Jhula in Agra | DDA Silver","false","false","Bird Foot Peacock Floral Silver Jhula at DDA Silver in Agra. A large 92.5% silver bird-foot jhula weighing 2650 g, with a 9 × 7 inch singhasan measured…","Bird Foot Peacock Floral Silver Jhula","Jhula","Bird Foot Peacock Floral Silver Jhula","JH-07","92.5%","2650 g","Singhasan dimensions: 9 × 7 in","false","false","1"
"https://www.ddasilver.com/products/blackdog-floral-panel-silver-wine-bottle","200","https://www.ddasilver.com/products/blackdog-floral-panel-silver-wine-bottle","Blackdog Floral-Panel Silver Wine Bottle in Agra | DDA Silver","false","false","Blackdog Floral-Panel Silver Wine Bottle at DDA Silver in Agra. A silver wine bottle weighing 500 g and standing 12 in high, with floral relief panels and the…","Blackdog Floral-Panel Silver Wine Bottle","Utensils","Blackdog Floral-Panel Silver Wine Bottle","DDA-UT-BT-107","92.5%","500 g","Height: 12 in","false","false","1"
"https://www.ddasilver.com/products/blue-enamel-floral-thali-set-12in-1123g","200","https://www.ddasilver.com/products/blue-enamel-floral-thali-set-12in-1123g","DDA 12 Inch Blue Enamel Floral Pooja Thali Set… | DDA Silver","false","true","DDA 12 Inch Blue Enamel Floral Pooja Thali Set at DDA Silver in Agra. A 1123 gram, 12-inch Pooja Thali Set in confirmed 92.5% silver with a blue enamel floral…","DDA 12 Inch Blue Enamel Floral Pooja Thali Set","Utensils","DDA 12 Inch Blue Enamel Floral Pooja Thali Set","DDA-UT-PT-2203","92.5%","1123 g","Diameter: 12 in","false","false","1"
"https://www.ddasilver.com/products/blue-stone-vertical-silver-purse-600g","200","https://www.ddasilver.com/products/blue-stone-vertical-silver-purse-600g","Blue-Stone Vertical Silver Purse in Agra | DDA Silver","false","false","Blue-Stone Vertical Silver Purse at DDA Silver in Agra. A tall 92.5% silver purse with intricate openwork, blue and pastel stone accents, a peacock-inspired…","PR-2 — Blue-Stone Vertical Silver Purse","Purse","Blue-Stone Vertical Silver Purse","PR-2","92.5%","600 g","","false","false","1"
"https://www.ddasilver.com/products/blue-teal-enamel-thali-set-10in-765g","200","https://www.ddasilver.com/products/blue-teal-enamel-thali-set-10in-765g","DDA 10 Inch Blue Teal Enamel Pooja Thali Set… | DDA Silver","false","true","DDA 10 Inch Blue Teal Enamel Pooja Thali Set at DDA Silver in Agra. A 765 gram, 10-inch Pooja Thali Set in confirmed 92.5% silver with a blue-teal enamel…","DDA 10 Inch Blue Teal Enamel Pooja Thali Set","Utensils","DDA 10 Inch Blue Teal Enamel Pooja Thali Set","DDA-UT-PT-2210","92.5%","765 g","Diameter: 10 in","false","false","1"
"https://www.ddasilver.com/products/br-ambedkar-silver-figurine-book","200","https://www.ddasilver.com/products/br-ambedkar-silver-figurine-book","B. R. Ambedkar Silver Figurine with Book in Agra | DDA Silver","false","false","B. R. Ambedkar Silver Figurine with Book at DDA Silver in Agra. A hollow 99.80% pure silver B. R. Ambedkar figurine standing on a round pedestal with a raised…","HM-BR-1 — B. R. Ambedkar Silver Figurine with Book","Idols","B. R. Ambedkar Silver Figurine with Book","HM-BR-1","99.80%","50 g","Height: 4.5 in","false","false","1"
"https://www.ddasilver.com/products/broad-base-peacock-silver-jhula","200","https://www.ddasilver.com/products/broad-base-peacock-silver-jhula","Broad Base Peacock Silver Jhula in Agra | DDA Silver","false","false","Broad Base Peacock Silver Jhula at DDA Silver in Agra. A 92.5% silver broad-base peacock jhula weighing approximately 1289 g, with a 7 × 5 inch singhasan…","Broad Base Peacock Silver Jhula","Jhula","Broad Base Peacock Silver Jhula","JH-06","92.5%","1289 g","Singhasan dimensions: 7 × 5 in","false","false","1"
"https://www.ddasilver.com/products/broad-five-inch-rounded-silver-kalash","200","https://www.ddasilver.com/products/broad-five-inch-rounded-silver-kalash","Broad Five-Inch Rounded Silver Kalash in Agra | DDA Silver","false","false","Broad Five-Inch Rounded Silver Kalash at DDA Silver in Agra. Broad Five-Inch Rounded Silver Kalash in 99.80% pure silver, featuring a broader five-inch belly…","Broad Five-Inch Rounded Silver Kalash","Utensils","Broad Five-Inch Rounded Silver Kalash","DDA-UT-KL-87","99.80%","400 g","Height: 5 in","false","false","1"
"https://www.ddasilver.com/products/broad-rim-three-inch-silver-plate","200","https://www.ddasilver.com/products/broad-rim-three-inch-silver-plate","Broad-Rim Three-Inch Silver Plate in Agra | DDA Silver","false","false","Broad-Rim Three-Inch Silver Plate at DDA Silver in Agra. Broad-Rim Three-Inch Silver Plate in 99.80% pure silver, featuring a small recessed centre framed by…","Broad-Rim Three-Inch Silver Plate","Utensils","Broad-Rim Three-Inch Silver Plate","DDA-UT-PL-55","99.80%","20 g","Diameter: 3 in","false","false","1"
"https://www.ddasilver.com/products/broad-rounded-silver-kalash","200","https://www.ddasilver.com/products/broad-rounded-silver-kalash","Broad Rounded Silver Kalash in Agra | DDA Silver","false","false","Broad Rounded Silver Kalash at DDA Silver in Agra. Broad Rounded Silver Kalash in 99.80% pure silver, featuring a broad low body, narrow neck and polished…","Broad Rounded Silver Kalash","Utensils","Broad Rounded Silver Kalash","DDA-UT-KL-78","99.80%","50 g","Height: 2.5 in","false","false","1"
"https://www.ddasilver.com/products/broad-tapered-handle-silver-spoon","200","https://www.ddasilver.com/products/broad-tapered-handle-silver-spoon","Broad Tapered-Handle Silver Spoon in Agra | DDA Silver","false","false","Broad Tapered-Handle Silver Spoon at DDA Silver in Agra. A polished spoon with a broad tapered handle in 92.5% pure silver, with a supplied weight of 40 g and…","Broad Tapered-Handle Silver Spoon","Utensils","Broad Tapered-Handle Silver Spoon","DDA-UT-SP-39","92.5%","40 g","Height: 6 in","false","false","1"
"https://www.ddasilver.com/products/brushed-linear-silver-tumbler","200","https://www.ddasilver.com/products/brushed-linear-silver-tumbler","Brushed Linear Silver Glass in Agra | DDA Silver","false","false","Brushed Linear Silver Glass at DDA Silver in Agra. A brushed linear glass in confirmed 99.80% pure silver, with a supplied weight of 50 g and height of 3.5 in.","Brushed Linear Silver Glass","Utensils","Brushed Linear Silver Glass","","99.80%","50 g","Height: 3.5 in","false","true","1"
"https://www.ddasilver.com/products/brushed-rim-silver-bowl","200","https://www.ddasilver.com/products/brushed-rim-silver-bowl","Brushed-Rim Silver Bowl in Agra | DDA Silver","false","false","Brushed-Rim Silver Bowl at DDA Silver in Agra. A brushed-rim bowl in confirmed 99.80% pure silver, with a supplied weight of 30 g and diameter of 3 in.","Brushed-Rim Silver Bowl","Utensils","Brushed-Rim Silver Bowl","","99.80%","30 g","Diameter: 3 in","false","true","1"
"https://www.ddasilver.com/products/butterfly-floral-puja-thali-set","200","https://www.ddasilver.com/products/butterfly-floral-puja-thali-set","Butterfly Floral Puja Thali Set in Agra | DDA Silver","false","false","Butterfly Floral Puja Thali Set at DDA Silver in Agra. A silver puja thali with pointed floral edging, butterfly detail, pedestal diya, kalash and two bowls…","Butterfly Floral Puja Thali Set","Utensils","Butterfly Floral Puja Thali Set","DDA-UT-PT-3","92.5%","475 g","Diameter: 8 in","false","false","1"
"https://www.ddasilver.com/products/camel-cart-silver-sculpture","200","https://www.ddasilver.com/products/camel-cart-silver-sculpture","Camel Cart Silver Sculpture in Agra | DDA Silver","false","false","Camel Cart Silver Sculpture at DDA Silver in Agra. A detailed silver camel-drawn cart sculpture with ornate harness, canopy and wheels. Weight: 1,145 g…","Camel Cart Silver Sculpture","Gifts","Camel Cart Silver Sculpture","DDA-GF-PICS-37","92.5%","1145 g","","false","false","1"
"https://www.ddasilver.com/products/celestial-arch-ganesha-semi-solid-silver-idol","200","https://www.ddasilver.com/products/celestial-arch-ganesha-semi-solid-silver-idol","Celestial Arch Ganesha Semi-solid Silver Idol… | DDA Silver","false","true","Celestial Arch Ganesha Semi-solid Silver Idol at DDA Silver in Agra. A semi-solid 92.5% silver Ganesha idol framed by an elaborate celestial arch with…","Celestial Arch Ganesha Semi-solid Silver Idol","Idols","Celestial Arch Ganesha Semi-solid Silver Idol","SSM-GN-2","92.5%","950 g","Height: 5.5 in","false","false","1"
"https://www.ddasilver.com/products/ceremonial-peacock-boat-silver-sculpture","200","https://www.ddasilver.com/products/ceremonial-peacock-boat-silver-sculpture","Ceremonial Peacock-Boat Silver Sculpture in Agra | DDA Silver","false","false","Ceremonial Peacock-Boat Silver Sculpture at DDA Silver in Agra. A 40 kg silver ceremonial boat sculpture measuring 49 in wide and 22 in high, with peacock…","Ceremonial Peacock-Boat Silver Sculpture","Gifts","Ceremonial Peacock-Boat Silver Sculpture","DS-01","92.5%","40000 g","Height: 22 in | Width: 49 in","false","false","1"
"https://www.ddasilver.com/products/chrysanthemum-tree-round-silver-singhasan","200","https://www.ddasilver.com/products/chrysanthemum-tree-round-silver-singhasan","Chrysanthemum-Tree Round Silver Singhasan in… | DDA Silver","false","true","Chrysanthemum-Tree Round Silver Singhasan at DDA Silver in Agra. A round silver singhasan weighing 455 g, with a branching chrysanthemum back, engraved seat…","Chrysanthemum-Tree Round Silver Singhasan","Gifts","Chrysanthemum-Tree Round Silver Singhasan","SG-20","92.5%","455 g","Width: 6 in | Depth: 4 in","false","false","1"
"https://www.ddasilver.com/products/classic-brushed-silver-tumbler","200","https://www.ddasilver.com/products/classic-brushed-silver-tumbler","Classic Brushed Silver Glass in Agra | DDA Silver","false","false","Classic Brushed Silver Glass at DDA Silver in Agra. A classic brushed glass in confirmed 99.80% pure silver, with a supplied weight of 80 g and height of 4 in.","Classic Brushed Silver Glass","Utensils","Classic Brushed Silver Glass","","99.80%","80 g","Height: 4 in","false","true","1"
"https://www.ddasilver.com/products/classic-linear-silver-jug","200","https://www.ddasilver.com/products/classic-linear-silver-jug","Classic Linear Silver Jug in Agra | DDA Silver","false","false","Classic Linear Silver Jug at DDA Silver in Agra. Classic Linear Silver Jug in 99.80% pure silver, featuring a classic handled silhouette, linear texture and…","Classic Linear Silver Jug","Utensils","Classic Linear Silver Jug","DDA-UT-JG-72","99.80%","250 g","Height: 5.5 in","false","false","1"
"https://www.ddasilver.com/products/classic-rounded-handle-silver-spoon","200","https://www.ddasilver.com/products/classic-rounded-handle-silver-spoon","Classic Rounded-Handle Silver Spoon in Agra | DDA Silver","false","false","Classic Rounded-Handle Silver Spoon at DDA Silver in Agra. A classic polished spoon with a rounded handle in 92.5% pure silver, supplied at 50 g and 6 in…","Classic Rounded-Handle Silver Spoon","Utensils","Classic Rounded-Handle Silver Spoon","DDA-UT-SP-40","92.5%","50 g","Height: 6 in","false","false","1"
"https://www.ddasilver.com/products/classic-rounded-silver-kalash","200","https://www.ddasilver.com/products/classic-rounded-silver-kalash","Classic Rounded Silver Kalash in Agra | DDA Silver","false","false","Classic Rounded Silver Kalash at DDA Silver in Agra. Classic Rounded Silver Kalash in 99.80% pure silver, featuring a classic spherical belly and neatly…","Classic Rounded Silver Kalash","Utensils","Classic Rounded Silver Kalash","DDA-UT-KL-80","99.80%","75 g","Height: 3 in","false","false","1"
"https://www.ddasilver.com/products/classic-scroll-silver-spoon","200","https://www.ddasilver.com/products/classic-scroll-silver-spoon","Classic Scroll Silver Spoon in Agra | DDA Silver","false","false","Classic Scroll Silver Spoon at DDA Silver in Agra. A classic polished spoon with a lined scroll handle in 92.5% pure silver, supplied at 20 g and 5 in high…","Classic Scroll Silver Spoon","Utensils","Classic Scroll Silver Spoon","DDA-UT-SP-36","92.5%","20 g","Height: 5 in","false","false","1"
"https://www.ddasilver.com/products/classic-serving-silver-bowl","200","https://www.ddasilver.com/products/classic-serving-silver-bowl","Classic Serving Silver Bowl in Agra | DDA Silver","false","false","Classic Serving Silver Bowl at DDA Silver in Agra. A classic serving bowl in confirmed 99.80% pure silver, with a supplied weight of 125 g and diameter of 6 in.","Classic Serving Silver Bowl","Utensils","Classic Serving Silver Bowl","","99.80%","125 g","Diameter: 6 in","false","true","1"
"https://www.ddasilver.com/products/classic-silver-bowl","200","https://www.ddasilver.com/products/classic-silver-bowl","Classic Silver Bowl in Agra | DDA Silver","false","false","Classic Silver Bowl at DDA Silver in Agra. A classic rounded bowl in confirmed 99.80% pure silver, with a supplied weight of 50 g and diameter of 3.5 in.","Classic Silver Bowl","Utensils","Classic Silver Bowl","","99.80%","50 g","Diameter: 3.5 in","false","true","1"
"https://www.ddasilver.com/products/classical-profile-rectangular-silver-bar-100g","200","https://www.ddasilver.com/products/classical-profile-rectangular-silver-bar-100g","DDA 100 Gram Classical Profile Rectangular… | DDA Silver","false","true","DDA 100 Gram Classical Profile Rectangular Silver Bar at DDA Silver in Agra. A 100 gram silver piece featuring a classical-profile portrait and ornate…","DDA 100 Gram Classical Profile Rectangular Silver Bar","Coin","DDA 100 Gram Classical Profile Rectangular Silver Bar","DDA-COIN-20260822-033","99.80%","100 g","","false","false","1"
"https://www.ddasilver.com/products/classical-profile-rectangular-silver-bar-10g","200","https://www.ddasilver.com/products/classical-profile-rectangular-silver-bar-10g","DDA 10 Gram Classical Profile Rectangular… | DDA Silver","false","true","DDA 10 Gram Classical Profile Rectangular Silver Bar at DDA Silver in Agra. A 10 gram silver piece featuring a classical-profile portrait and ornate…","DDA 10 Gram Classical Profile Rectangular Silver Bar","Coin","DDA 10 Gram Classical Profile Rectangular Silver Bar","DDA-COIN-20260822-036","99.80%","10 g","","false","false","1"
"https://www.ddasilver.com/products/classical-profile-rectangular-silver-bar-20g","200","https://www.ddasilver.com/products/classical-profile-rectangular-silver-bar-20g","DDA 20 Gram Classical Profile Rectangular… | DDA Silver","false","true","DDA 20 Gram Classical Profile Rectangular Silver Bar at DDA Silver in Agra. A 20 gram silver piece featuring a classical-profile portrait and ornate…","DDA 20 Gram Classical Profile Rectangular Silver Bar","Coin","DDA 20 Gram Classical Profile Rectangular Silver Bar","DDA-COIN-20260822-035","99.80%","20 g","","false","false","1"
"https://www.ddasilver.com/products/classical-profile-rectangular-silver-bar-50g","200","https://www.ddasilver.com/products/classical-profile-rectangular-silver-bar-50g","DDA 50 Gram Classical Profile Rectangular… | DDA Silver","false","true","DDA 50 Gram Classical Profile Rectangular Silver Bar at DDA Silver in Agra. A 50 gram silver piece featuring a classical-profile portrait and ornate…","DDA 50 Gram Classical Profile Rectangular Silver Bar","Coin","DDA 50 Gram Classical Profile Rectangular Silver Bar","DDA-COIN-20260822-034","99.80%","50 g","","false","false","1"
"https://www.ddasilver.com/products/classical-profile-rectangular-silver-bar-5g","200","https://www.ddasilver.com/products/classical-profile-rectangular-silver-bar-5g","DDA 5 Gram Classical Profile Rectangular… | DDA Silver","false","true","DDA 5 Gram Classical Profile Rectangular Silver Bar at DDA Silver in Agra. A 5 gram silver piece featuring a classical-profile portrait and ornate rectangular…","DDA 5 Gram Classical Profile Rectangular Silver Bar","Coin","DDA 5 Gram Classical Profile Rectangular Silver Bar","DDA-COIN-20260822-037","99.80%","5 g","","false","false","1"
"https://www.ddasilver.com/products/cobra-and-nandi-shivling-semi-solid-silver-idol","200","https://www.ddasilver.com/products/cobra-and-nandi-shivling-semi-solid-silver-idol","Cobra and Nandi Shivling Semi-solid Silver… | DDA Silver","false","true","Cobra and Nandi Shivling Semi-solid Silver Idol at DDA Silver in Agra. A semi-solid 92.5% silver Shivling composition with cobra hood, Nandi detail and…","Cobra and Nandi Shivling Semi-solid Silver Idol","Idols","Cobra and Nandi Shivling Semi-solid Silver Idol","SSM-SH-3","92.5%","200 g","Height: 3 in","false","false","1"
"https://www.ddasilver.com/products/colored-bal-krishna-silver-idol","200","https://www.ddasilver.com/products/colored-bal-krishna-silver-idol","Colored Bal Krishna Silver Idol in Agra | DDA Silver","false","false","Colored Bal Krishna Silver Idol at DDA Silver in Agra. A hollow 99.80% pure silver Bal Krishna idol with hand-painted devotional details. Weight: 20 g…","HM-BK-3 — Colored Bal Krishna Silver Idol","Idols","Colored Bal Krishna Silver Idol","HM-BK-3","99.80%","20 g","Height: 3 in","false","false","1"
"https://www.ddasilver.com/products/colored-crawling-bal-krishna-silver-idol","200","https://www.ddasilver.com/products/colored-crawling-bal-krishna-silver-idol","Colored Crawling Bal Krishna Silver Idol in Agra | DDA Silver","false","false","Colored Crawling Bal Krishna Silver Idol at DDA Silver in Agra. A hollow 99.80% pure silver crawling Bal Krishna idol with hand-painted details. Weight: 15 g…","HM-BK-4 — Colored Crawling Bal Krishna Silver Idol","Idols","Colored Crawling Bal Krishna Silver Idol","HM-BK-4","99.80%","15 g","Height: 2 in","false","false","1"
"https://www.ddasilver.com/products/colored-meditating-shiva-silver-idol","200","https://www.ddasilver.com/products/colored-meditating-shiva-silver-idol","Colored Meditating Shiva Silver Idol in Agra | DDA Silver","false","false","Colored Meditating Shiva Silver Idol at DDA Silver in Agra. A hollow 99.80% pure silver meditating Shiva idol with hand-painted details. Weight: 15 g. Height…","HM-SH-2 — Colored Meditating Shiva Silver Idol","Idols","Colored Meditating Shiva Silver Idol","HM-SH-2","99.80%","15 g","Height: 2 in","false","false","1"
"https://www.ddasilver.com/products/colored-panchmukhi-hanuman-silver-idol","200","https://www.ddasilver.com/products/colored-panchmukhi-hanuman-silver-idol","Colored Panchmukhi Hanuman Silver Idol in Agra | DDA Silver","false","false","Colored Panchmukhi Hanuman Silver Idol at DDA Silver in Agra. A hollow 99.80% pure silver Panchmukhi Hanuman idol with hand-painted details. Weight: 50 g…","HM-HN-2 — Colored Panchmukhi Hanuman Silver Idol","Idols","Colored Panchmukhi Hanuman Silver Idol","HM-HN-2","99.80%","50 g","Height: 3.5 in","false","false","1"
